cardFinish,currency,date,gameAvailability,price,priceProvider,providerListing,uuid
normal,USD,2023-11-05,mtgo,0.05,cardhoarder,retail,9046cfb0-8116-5073-8650-fb1767d62f32
normal,USD,2023-11-05,mtgo,0.27,cardhoarder,retail,8fe7e0d2-c265-5601-83ea-064396a3bad8
normal,USD,2023-11-05,mtgo,0.08,cardhoarder,retail,49a1fec7-324f-555a-8cea-65794b51f184
normal,USD,2023-11-05,mtgo,0.21,cardhoarder,retail,11141a89-aba0-5b36-9eb3-5efd21131d4a
normal,USD,2023-11-05,mtgo,0.15,cardhoarder,retail,f8426b70-c5bb-55cf-b34d-578ef81e2d6a
normal,USD,2023-11-05,mtgo,0.34,cardhoarder,retail,5bc8b026-bdfa-5da9-b78e-c96d4809e835
normal,USD,2023-11-05,mtgo,0.05,cardhoarder,retail,12001b19-2923-5980-9a1b-57fff6922da3
normal,USD,2023-11-05,mtgo,0.05,cardhoarder,retail,06f8fcac-661d-53e3-bc59-c112db540b41
normal,USD,2023-11-05,mtgo,0.05,cardhoarder,retail,4f084065-d35b-5245-8fea-b007db2d4981
normal,USD,2023-11-05,mtgo,0.05,cardhoarder,retail,7e87c4d9-ab94-5df4-90d1-a2f6d5501689
normal,USD,2023-11-05,mtgo,0.05,cardhoarder,retail,445fa82d-8c2e-560c-a9b2-9975c7802bee
normal,USD,2023-11-05,mtgo,0.05,cardhoarder,retail,42369f55-b52b-57a3-8ad9-9e0958075a92
normal,USD,2023-11-05,mtgo,0.05,cardhoarder,retail,fdba2042-60ca-5297-8578-53b2b50e5bc0
normal,USD,2023-11-05,mtgo,0.05,cardhoarder,retail,10b89e25-edfd-5bbd-b579-ea00e3c332f5
normal,USD,2023-11-05,mtgo,0.05,cardhoarder,retail,db81e079-8874-5634-91a6-61b36c73054b
normal,USD,2023-11-05,mtgo,0.05,cardhoarder,retail,e2cfb2d0-0680-5aba-a314-19ab9c5af0c5
normal,USD,2023-11-05,mtgo,0.05,cardhoarder,retail,b035b25d-f096-5b32-9823-e0238e869778
normal,USD,2023-11-05,mtgo,0.05,cardhoarder,retail,ee6f50f9-891d-54eb-9882-2afd617a69be
normal,USD,2023-11-05,mtgo,0.05,cardhoarder,retail,b4a80960-9755-5e24-a82c-5f8973369e0f
normal,USD,2023-11-05,mtgo,0.05,cardhoarder,retail,3278dc9e-31a6-53b1-a2f2-675cf1f40ff4
normal,USD,2023-11-05,mtgo,0.05,cardhoarder,retail,1d94b404-c9b6-5a77-af7a-d6d1104cea75
normal,USD,2023-11-05,mtgo,0.15,cardhoarder,retail,afc52162-e37d-5645-ac1b-06b814d61c48
foil,USD,2023-11-05,mtgo,0.26,cardhoarder,retail,afc52162-e37d-5645-ac1b-06b814d61c48
normal,USD,2023-11-05,paper,1.92,tcgplayer,buylist,afc52162-e37d-5645-ac1b-06b814d61c48
foil,USD,2023-11-05,paper,20.81,tcgplayer,buylist,afc52162-e37d-5645-ac1b-06b814d61c48
normal,USD,2023-11-05,paper,06.01,tcgplayer,retail,afc52162-e37d-5645-ac1b-06b814d61c48
foil,USD,2023-11-05,paper,29.71,tcgplayer,retail,afc52162-e37d-5645-ac1b-06b814d61c48
normal,EUR,2023-11-05,paper,3.0,cardmarket,retail,afc52162-e37d-5645-ac1b-06b814d61c48
foil,EUR,2023-11-05,paper,24.98,cardmarket,retail,afc52162-e37d-5645-ac1b-06b814d61c48
normal,USD,2023-11-05,paper,2.25,cardkingdom,buylist,afc52162-e37d-5645-ac1b-06b814d61c48
foil,USD,2023-11-05,paper,16.0,cardkingdom,buylist,afc52162-e37d-5645-ac1b-06b814d61c48
normal,USD,2023-11-05,paper,4.99,cardkingdom,retail,afc52162-e37d-5645-ac1b-06b814d61c48
foil,USD,2023-11-05,paper,39.99,cardkingdom,retail,afc52162-e37d-5645-ac1b-06b814d61c48
normal,USD,2023-11-05,paper,28.15,cardsphere,retail,afc52162-e37d-5645-ac1b-06b814d61c48
normal,USD,2023-11-05,mtgo,0.26,cardhoarder,retail,09d44003-974a-577a-8f9b-b3a67645340e
foil,USD,2023-11-05,mtgo,0.32,cardhoarder,retail,09d44003-974a-577a-8f9b-b3a67645340e
normal,USD,2023-11-05,paper,2.11,tcgplayer,buylist,09d44003-974a-577a-8f9b-b3a67645340e
foil,USD,2023-11-05,paper,26.95,tcgplayer,buylist,09d44003-974a-577a-8f9b-b3a67645340e
normal,USD,2023-11-05,paper,6.18,tcgplayer,retail,09d44003-974a-577a-8f9b-b3a67645340e
foil,USD,2023-11-05,paper,41.15,tcgplayer,retail,09d44003-974a-577a-8f9b-b3a67645340e
normal,EUR,2023-11-05,paper,3.35,cardmarket,retail,09d44003-974a-577a-8f9b-b3a67645340e
foil,EUR,2023-11-05,paper,39.99,cardmarket,retail,09d44003-974a-577a-8f9b-b3a67645340e
normal,USD,2023-11-05,paper,1.85,cardkingdom,buylist,09d44003-974a-577a-8f9b-b3a67645340e
foil,USD,2023-11-05,paper,22.5,cardkingdom,buylist,09d44003-974a-577a-8f9b-b3a67645340e
normal,USD,2023-11-05,paper,5.49,cardkingdom,retail,09d44003-974a-577a-8f9b-b3a67645340e
foil,USD,2023-11-05,paper,44.99,cardkingdom,retail,09d44003-974a-577a-8f9b-b3a67645340e
normal,USD,2023-11-05,paper,32.8,cardsphere,retail,09d44003-974a-577a-8f9b-b3a67645340e
normal,USD,2023-11-05,mtgo,0.15,cardhoarder,retail,a5ab2362-b495-50ec-a45c-5b221fe8ca0c
foil,USD,2023-11-05,mtgo,0.32,cardhoarder,retail,a5ab2362-b495-50ec-a45c-5b221fe8ca0c
normal,USD,2023-11-05,paper,1.41,tcgplayer,buylist,a5ab2362-b495-50ec-a45c-5b221fe8ca0c
foil,USD,2023-11-05,paper,14.5,tcgplayer,buylist,a5ab2362-b495-50ec-a45c-5b221fe8ca0c
normal,USD,2023-11-05,paper,4.46,tcgplayer,retail,a5ab2362-b495-50ec-a45c-5b221fe8ca0c
foil,USD,2023-11-05,paper,30.91,tcgplayer,retail,a5ab2362-b495-50ec-a45c-5b221fe8ca0c
normal,EUR,2023-11-05,paper,1.79,cardmarket,retail,a5ab2362-b495-50ec-a45c-5b221fe8ca0c
foil,EUR,2023-11-05,paper,10.94,cardmarket,retail,a5ab2362-b495-50ec-a45c-5b221fe8ca0c
normal,USD,2023-11-05,paper,1.35,cardkingdom,buylist,a5ab2362-b495-50ec-a45c-5b221fe8ca0c
foil,USD,2023-11-05,paper,20.0,cardkingdom,buylist,a5ab2362-b495-50ec-a45c-5b221fe8ca0c
normal,USD,2023-11-05,paper,4.49,cardkingdom,retail,a5ab2362-b495-50ec-a45c-5b221fe8ca0c
foil,USD,2023-11-05,paper,39.99,cardkingdom,retail,a5ab2362-b495-50ec-a45c-5b221fe8ca0c
normal,USD,2023-11-05,paper,4.1,cardsphere,retail,a5ab2362-b495-50ec-a45c-5b221fe8ca0c
normal,USD,2023-11-05,mtgo,0.1,cardhoarder,retail,f97e44ef-a6bb-54cb-89ea-06250cabe74e
foil,USD,2023-11-05,mtgo,0.23,cardhoarder,retail,f97e44ef-a6bb-54cb-89ea-06250cabe74e
normal,USD,2023-11-05,paper,01.01,tcgplayer,buylist,f97e44ef-a6bb-54cb-89ea-06250cabe74e
foil,USD,2023-11-05,paper,13.0,tcgplayer,buylist,f97e44ef-a6bb-54cb-89ea-06250cabe74e
normal,USD,2023-11-05,paper,3.37,tcgplayer,retail,f97e44ef-a6bb-54cb-89ea-06250cabe74e
foil,USD,2023-11-05,paper,30.01,tcgplayer,retail,f97e44ef-a6bb-54cb-89ea-06250cabe74e
normal,EUR,2023-11-05,paper,2.72,cardmarket,retail,f97e44ef-a6bb-54cb-89ea-06250cabe74e
foil,EUR,2023-11-05,paper,14.99,cardmarket,retail,f97e44ef-a6bb-54cb-89ea-06250cabe74e
normal,USD,2023-11-05,paper,1.3,cardkingdom,buylist,f97e44ef-a6bb-54cb-89ea-06250cabe74e
foil,USD,2023-11-05,paper,12.5,cardkingdom,buylist,f97e44ef-a6bb-54cb-89ea-06250cabe74e
normal,USD,2023-11-05,paper,3.49,cardkingdom,retail,f97e44ef-a6bb-54cb-89ea-06250cabe74e
foil,USD,2023-11-05,paper,24.99,cardkingdom,retail,f97e44ef-a6bb-54cb-89ea-06250cabe74e
normal,USD,2023-11-05,paper,23.24,cardsphere,retail,f97e44ef-a6bb-54cb-89ea-06250cabe74e
normal,USD,2023-11-05,mtgo,0.26,cardhoarder,retail,a7604ebc-44fd-5d44-9046-14ae16bea8c8
foil,USD,2023-11-05,mtgo,0.32,cardhoarder,retail,a7604ebc-44fd-5d44-9046-14ae16bea8c8
normal,USD,2023-11-05,paper,02.01,tcgplayer,buylist,a7604ebc-44fd-5d44-9046-14ae16bea8c8
foil,USD,2023-11-05,paper,19.97,tcgplayer,buylist,a7604ebc-44fd-5d44-9046-14ae16bea8c8
normal,USD,2023-11-05,paper,4.75,tcgplayer,retail,a7604ebc-44fd-5d44-9046-14ae16bea8c8
foil,USD,2023-11-05,paper,45.34,tcgplayer,retail,a7604ebc-44fd-5d44-9046-14ae16bea8c8
normal,EUR,2023-11-05,paper,2.1,cardmarket,retail,a7604ebc-44fd-5d44-9046-14ae16bea8c8
foil,EUR,2023-11-05,paper,17.0,cardmarket,retail,a7604ebc-44fd-5d44-9046-14ae16bea8c8
normal,USD,2023-11-05,paper,1.1,cardkingdom,buylist,a7604ebc-44fd-5d44-9046-14ae16bea8c8
foil,USD,2023-11-05,paper,10.0,cardkingdom,buylist,a7604ebc-44fd-5d44-9046-14ae16bea8c8
normal,USD,2023-11-05,paper,5.49,cardkingdom,retail,a7604ebc-44fd-5d44-9046-14ae16bea8c8
foil,USD,2023-11-05,paper,24.99,cardkingdom,retail,a7604ebc-44fd-5d44-9046-14ae16bea8c8
normal,USD,2023-11-05,paper,26.08,cardsphere,retail,a7604ebc-44fd-5d44-9046-14ae16bea8c8
normal,USD,2023-11-05,mtgo,98.91,cardhoarder,retail,1c17ce18-bf3e-558b-9389-632588f93851
normal,USD,2023-11-05,paper,110.89,tcgplayer,buylist,1c17ce18-bf3e-558b-9389-632588f93851
normal,EUR,2023-11-05,paper,18500.0,cardmarket,retail,1c17ce18-bf3e-558b-9389-632588f93851
normal,USD,2023-11-05,paper,9600.0,cardkingdom,buylist,1c17ce18-bf3e-558b-9389-632588f93851
normal,USD,2023-11-05,paper,15999.99,cardkingdom,retail,1c17ce18-bf3e-558b-9389-632588f93851
normal,USD,2023-11-05,paper,12447.91,cardsphere,retail,1c17ce18-bf3e-558b-9389-632588f93851
normal,USD,2023-11-05,mtgo,257.24,cardhoarder,retail,d4d8c9f9-31ed-53ed-ab67-eba86e2198fe
normal,USD,2023-11-05,paper,120.54,tcgplayer,buylist,d4d8c9f9-31ed-53ed-ab67-eba86e2198fe
normal,EUR,2023-11-05,paper,5000.0,cardmarket,retail,d4d8c9f9-31ed-53ed-ab67-eba86e2198fe
normal,USD,2023-11-05,paper,96000.0,cardkingdom,buylist,d4d8c9f9-31ed-53ed-ab67-eba86e2198fe
normal,USD,2023-11-05,paper,159999.99,cardkingdom,retail,d4d8c9f9-31ed-53ed-ab67-eba86e2198fe
normal,USD,2023-11-05,paper,55799.99,cardsphere,retail,d4d8c9f9-31ed-53ed-ab67-eba86e2198fe
normal,USD,2023-11-05,mtgo,55.07,cardhoarder,retail,3876cd4c-db88-534e-877c-307fa2e2b160
normal,USD,2023-11-05,paper,110.89,tcgplayer,buylist,3876cd4c-db88-534e-877c-307fa2e2b160
normal,EUR,2023-11-05,paper,34999.0,cardmarket,retail,3876cd4c-db88-534e-877c-307fa2e2b160
normal,USD,2023-11-05,paper,8400.0,cardkingdom,buylist,3876cd4c-db88-534e-877c-307fa2e2b160
normal,USD,2023-11-05,paper,13999.99,cardkingdom,retail,3876cd4c-db88-534e-877c-307fa2e2b160
normal,USD,2023-11-05,paper,6335.16,cardsphere,retail,3876cd4c-db88-534e-877c-307fa2e2b160
normal,USD,2023-11-05,mtgo,108.59,cardhoarder,retail,173fc1fb-c465-5d62-b34e-60d76df02fee
normal,USD,2023-11-05,paper,110.89,tcgplayer,buylist,173fc1fb-c465-5d62-b34e-60d76df02fee
normal,EUR,2023-11-05,paper,22000.0,cardmarket,retail,173fc1fb-c465-5d62-b34e-60d76df02fee
normal,USD,2023-11-05,paper,10200.0,cardkingdom,buylist,173fc1fb-c465-5d62-b34e-60d76df02fee
normal,USD,2023-11-05,paper,16999.99,cardkingdom,retail,173fc1fb-c465-5d62-b34e-60d76df02fee
normal,USD,2023-11-05,paper,12741.0,cardsphere,retail,173fc1fb-c465-5d62-b34e-60d76df02fee
normal,USD,2023-11-05,mtgo,58.36,cardhoarder,retail,bdbc1b80-5371-5af3-9c7c-6ec166c2cf5c
normal,USD,2023-11-05,paper,110.89,tcgplayer,buylist,bdbc1b80-5371-5af3-9c7c-6ec166c2cf5c
normal,EUR,2023-11-05,paper,10050.0,cardmarket,retail,bdbc1b80-5371-5af3-9c7c-6ec166c2cf5c
normal,USD,2023-11-05,paper,5500.0,cardkingdom,buylist,bdbc1b80-5371-5af3-9c7c-6ec166c2cf5c
normal,USD,2023-11-05,paper,10999.99,cardkingdom,retail,bdbc1b80-5371-5af3-9c7c-6ec166c2cf5c
normal,USD,2023-11-05,paper,7979.39,cardsphere,retail,bdbc1b80-5371-5af3-9c7c-6ec166c2cf5c
normal,USD,2023-11-05,mtgo,47.63,cardhoarder,retail,25292565-ce32-5533-a526-ce41d41c0516
normal,USD,2023-11-05,paper,110.89,tcgplayer,buylist,25292565-ce32-5533-a526-ce41d41c0516
normal,EUR,2023-11-05,paper,4599.0,cardmarket,retail,25292565-ce32-5533-a526-ce41d41c0516
normal,USD,2023-11-05,paper,10800.0,cardkingdom,buylist,25292565-ce32-5533-a526-ce41d41c0516
normal,USD,2023-11-05,paper,17999.99,cardkingdom,retail,25292565-ce32-5533-a526-ce41d41c0516
normal,USD,2023-11-05,paper,16740.0,cardsphere,retail,25292565-ce32-5533-a526-ce41d41c0516
normal,USD,2023-11-05,mtgo,66.68,cardhoarder,retail,5dd1158c-6210-5a8c-a9bb-63df7f25d10a
normal,USD,2023-11-05,paper,110.89,tcgplayer,buylist,5dd1158c-6210-5a8c-a9bb-63df7f25d10a
normal,EUR,2023-11-05,paper,18500.0,cardmarket,retail,5dd1158c-6210-5a8c-a9bb-63df7f25d10a
normal,USD,2023-11-05,paper,13800.0,cardkingdom,buylist,5dd1158c-6210-5a8c-a9bb-63df7f25d10a
normal,USD,2023-11-05,paper,22999.99,cardkingdom,retail,5dd1158c-6210-5a8c-a9bb-63df7f25d10a
normal,USD,2023-11-05,paper,13926.75,cardsphere,retail,5dd1158c-6210-5a8c-a9bb-63df7f25d10a
normal,USD,2023-11-05,mtgo,72.4,cardhoarder,retail,daae9119-9316-538f-b9ae-ba871f5cb185
normal,USD,2023-11-05,paper,110.89,tcgplayer,buylist,daae9119-9316-538f-b9ae-ba871f5cb185
normal,EUR,2023-11-05,paper,17000.0,cardmarket,retail,daae9119-9316-538f-b9ae-ba871f5cb185
normal,USD,2023-11-05,paper,9000.0,cardkingdom,buylist,daae9119-9316-538f-b9ae-ba871f5cb185
normal,USD,2023-11-05,paper,14999.99,cardkingdom,retail,daae9119-9316-538f-b9ae-ba871f5cb185
normal,USD,2023-11-05,paper,7161.0,cardsphere,retail,daae9119-9316-538f-b9ae-ba871f5cb185
normal,USD,2023-11-05,mtgo,41.46,cardhoarder,retail,6306bc8b-629a-5487-828c-b3d757972728
normal,USD,2023-11-05,paper,110.89,tcgplayer,buylist,6306bc8b-629a-5487-828c-b3d757972728
normal,EUR,2023-11-05,paper,21500.0,cardmarket,retail,6306bc8b-629a-5487-828c-b3d757972728
normal,USD,2023-11-05,paper,9500.0,cardkingdom,buylist,6306bc8b-629a-5487-828c-b3d757972728
normal,USD,2023-11-05,paper,18999.99,cardkingdom,retail,6306bc8b-629a-5487-828c-b3d757972728
normal,USD,2023-11-05,paper,14854.35,cardsphere,retail,6306bc8b-629a-5487-828c-b3d757972728
normal,USD,2023-11-05,mtgo,0.03,cardhoarder,retail,ea75b13d-b141-5f76-86db-a19c62ac6b8d
foil,USD,2023-11-05,mtgo,0.52,cardhoarder,retail,ea75b13d-b141-5f76-86db-a19c62ac6b8d
normal,USD,2023-11-05,paper,0.02,tcgplayer,buylist,ea75b13d-b141-5f76-86db-a19c62ac6b8d
normal,USD,2023-11-05,paper,0.29,tcgplayer,retail,ea75b13d-b141-5f76-86db-a19c62ac6b8d
normal,EUR,2023-11-05,paper,0.8,cardmarket,retail,ea75b13d-b141-5f76-86db-a19c62ac6b8d
normal,USD,2023-11-05,paper,0.04,cardkingdom,buylist,ea75b13d-b141-5f76-86db-a19c62ac6b8d
normal,USD,2023-11-05,paper,0.49,cardkingdom,retail,ea75b13d-b141-5f76-86db-a19c62ac6b8d
normal,USD,2023-11-05,paper,0.43,cardsphere,retail,ea75b13d-b141-5f76-86db-a19c62ac6b8d
normal,USD,2023-11-05,mtgo,0.02,cardhoarder,retail,ceba66ba-68ab-5d20-9543-baeafad93c1d
foil,USD,2023-11-05,mtgo,0.53,cardhoarder,retail,ceba66ba-68ab-5d20-9543-baeafad93c1d
normal,USD,2023-11-05,paper,0.08,tcgplayer,buylist,ceba66ba-68ab-5d20-9543-baeafad93c1d
normal,USD,2023-11-05,paper,0.65,tcgplayer,retail,ceba66ba-68ab-5d20-9543-baeafad93c1d
normal,EUR,2023-11-05,paper,0.79,cardmarket,retail,ceba66ba-68ab-5d20-9543-baeafad93c1d
normal,USD,2023-11-05,paper,0.18,cardkingdom,buylist,ceba66ba-68ab-5d20-9543-baeafad93c1d
normal,USD,2023-11-05,paper,0.69,cardkingdom,retail,ceba66ba-68ab-5d20-9543-baeafad93c1d
normal,USD,2023-11-05,paper,0.7,cardsphere,retail,ceba66ba-68ab-5d20-9543-baeafad93c1d
normal,USD,2023-11-05,mtgo,0.03,cardhoarder,retail,5e7d26fa-2b75-546a-b4c4-a6b3bbb472a5
foil,USD,2023-11-05,mtgo,0.5,cardhoarder,retail,5e7d26fa-2b75-546a-b4c4-a6b3bbb472a5
normal,USD,2023-11-05,paper,0.46,tcgplayer,buylist,5e7d26fa-2b75-546a-b4c4-a6b3bbb472a5
normal,USD,2023-11-05,paper,1.49,tcgplayer,retail,5e7d26fa-2b75-546a-b4c4-a6b3bbb472a5
normal,EUR,2023-11-05,paper,1.49,cardmarket,retail,5e7d26fa-2b75-546a-b4c4-a6b3bbb472a5
normal,USD,2023-11-05,paper,0.33,cardkingdom,buylist,5e7d26fa-2b75-546a-b4c4-a6b3bbb472a5
normal,USD,2023-11-05,paper,1.29,cardkingdom,retail,5e7d26fa-2b75-546a-b4c4-a6b3bbb472a5
normal,USD,2023-11-05,paper,1.43,cardsphere,retail,5e7d26fa-2b75-546a-b4c4-a6b3bbb472a5
normal,USD,2023-11-05,mtgo,0.04,cardhoarder,retail,5476b4a0-5ce9-5b16-9272-5d2be623c26f
foil,USD,2023-11-05,mtgo,0.05,cardhoarder,retail,5476b4a0-5ce9-5b16-9272-5d2be623c26f
normal,USD,2023-11-05,paper,0.17,tcgplayer,retail,5476b4a0-5ce9-5b16-9272-5d2be623c26f
normal,EUR,2023-11-05,paper,0.15,cardmarket,retail,5476b4a0-5ce9-5b16-9272-5d2be623c26f
normal,USD,2023-11-05,paper,0.05,cardkingdom,buylist,5476b4a0-5ce9-5b16-9272-5d2be623c26f
normal,USD,2023-11-05,paper,0.35,cardkingdom,retail,5476b4a0-5ce9-5b16-9272-5d2be623c26f
normal,USD,2023-11-05,paper,0.28,cardsphere,retail,5476b4a0-5ce9-5b16-9272-5d2be623c26f
normal,USD,2023-11-05,mtgo,0.12,cardhoarder,retail,635ec7c0-556d-50b1-ae98-55258983880d
foil,USD,2023-11-05,mtgo,0.02,cardhoarder,retail,635ec7c0-556d-50b1-ae98-55258983880d
normal,USD,2023-11-05,paper,0.12,tcgplayer,retail,635ec7c0-556d-50b1-ae98-55258983880d
normal,EUR,2023-11-05,paper,0.02,cardmarket,retail,635ec7c0-556d-50b1-ae98-55258983880d
normal,USD,2023-11-05,paper,0.03,cardkingdom,buylist,635ec7c0-556d-50b1-ae98-55258983880d
normal,USD,2023-11-05,paper,0.35,cardkingdom,retail,635ec7c0-556d-50b1-ae98-55258983880d
normal,USD,2023-11-05,paper,0.19,cardsphere,retail,635ec7c0-556d-50b1-ae98-55258983880d
normal,USD,2023-11-05,mtgo,0.09,cardhoarder,retail,2f2593aa-3f74-5844-bf8f-bfdb5dfaaf6b
foil,USD,2023-11-05,mtgo,0.03,cardhoarder,retail,2f2593aa-3f74-5844-bf8f-bfdb5dfaaf6b
normal,USD,2023-11-05,paper,0.06,tcgplayer,retail,2f2593aa-3f74-5844-bf8f-bfdb5dfaaf6b
normal,EUR,2023-11-05,paper,0.1,cardmarket,retail,2f2593aa-3f74-5844-bf8f-bfdb5dfaaf6b
normal,USD,2023-11-05,paper,0.03,cardkingdom,buylist,2f2593aa-3f74-5844-bf8f-bfdb5dfaaf6b
normal,USD,2023-11-05,paper,0.35,cardkingdom,retail,2f2593aa-3f74-5844-bf8f-bfdb5dfaaf6b
normal,USD,2023-11-05,paper,0.19,cardsphere,retail,2f2593aa-3f74-5844-bf8f-bfdb5dfaaf6b
normal,USD,2023-11-05,mtgo,0.04,cardhoarder,retail,7ab17ab2-c15a-56e3-a63f-d964a9b139c3
foil,USD,2023-11-05,mtgo,0.06,cardhoarder,retail,7ab17ab2-c15a-56e3-a63f-d964a9b139c3
normal,USD,2023-11-05,paper,0.22,tcgplayer,retail,7ab17ab2-c15a-56e3-a63f-d964a9b139c3
normal,EUR,2023-11-05,paper,0.1,cardmarket,retail,7ab17ab2-c15a-56e3-a63f-d964a9b139c3
normal,USD,2023-11-05,paper,0.03,cardkingdom,buylist,7ab17ab2-c15a-56e3-a63f-d964a9b139c3
